year.id,year.display-label,hisp.id,hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop_sex0_age999,totpop_sex0_age0to4,totpop_sex0_age5to9,totpop_sex0_age10to14,totpop_sex0_age15to19,totpop_sex0_age20to24,totpop_sex0_age25to29,totpop_sex0_age30to34,totpop_sex0_age35to39,totpop_sex0_age40to44,totpop_sex0_age45to49,totpop_sex0_age50to54,totpop_sex0_age55to59,totpop_sex0_age60to64,totpop_sex0_age65to69,totpop_sex0_age70to74,totpop_sex0_age75to79,totpop_sex0_age80to84,totpop_sex0_age85plus,totpop_sex0_medage
Id,Year,Id,Hispanic Origin,Id,Id2,Geography,Total; Both Sexes; Total,Total; Both Sexes; Under 5 years,Total; Both Sexes; 5 to 9 years,Total; Both Sexes; 10 to 14 years,Total; Both Sexes; 15 to 19 years,Total; Both Sexes; 20 to 24 years,Total; Both Sexes; 25 to 29 years,Total; Both Sexes; 30 to 34 years,Total; Both Sexes; 35 to 39 years,Total; Both Sexes; 40 to 44 years,Total; Both Sexes; 45 to 49 years,Total; Both Sexes; 50 to 54 years,Total; Both Sexes; 55 to 59 years,Total; Both Sexes; 60 to 64 years,Total; Both Sexes; 65 to 69 years,Total; Both Sexes; 70 to 74 years,Total; Both Sexes; 75 to 79 years,Total; Both Sexes; 80 to 84 years,Total; Both Sexes; 85 years and over,Total; Both Sexes; Median age (years)
est72012,"July 1, 2012",hisp,Hispanic,0400000US02,02,Alaska,45217,5569,4367,4016,3845,4869,4336,3712,2883,2722,2375,2234,1705,1111,665,396,203,132,77,24.9
est72012,"July 1, 2012",nhisp,Not Hispanic,0400000US02,02,Alaska,685608,49535,47529,46770,45704,53955,54615,48626,42270,44546,47923,53386,50601,39101,25242,15049,9372,6294,5090,34.6
est72012,"July 1, 2012",totpop,Total,0400000US02,02,Alaska,730825,55104,51896,50786,49549,58824,58951,52338,45153,47268,50298,55620,52306,40212,25907,15445,9575,6426,5167,33.7
est72013,"July 1, 2013",hisp,Hispanic,0400000US02,02,Alaska,47595,5899,4531,4095,3904,5313,4814,4006,3101,2766,2378,2240,1742,1220,713,405,231,140,97,25.1
est72013,"July 1, 2013",nhisp,Not Hispanic,0400000US02,02,Alaska,689165,49362,47489,46523,44763,55618,55606,50452,42482,43752,45425,52305,50490,40295,26779,16270,9816,6387,5351,34.4
est72013,"July 1, 2013",totpop,Total,0400000US02,02,Alaska,736760,55261,52020,50618,48667,60931,60420,54458,45583,46518,47803,54545,52232,41515,27492,16675,10047,6527,5448,33.6
est72014,"July 1, 2014",hisp,Hispanic,0400000US02,02,Alaska,49107,6216,4603,4085,3912,5594,4976,4245,3272,2766,2409,2254,1782,1266,791,421,247,156,112,25.1
est72014,"July 1, 2014",nhisp,Not Hispanic,0400000US02,02,Alaska,687652,49029,47133,45794,44063,54823,55900,51669,42847,42454,43512,50935,49908,41246,28408,17584,10184,6514,5649,34.5
est72014,"July 1, 2014",totpop,Total,0400000US02,02,Alaska,736759,55245,51736,49879,47975,60417,60876,55914,46119,45220,45921,53189,51690,42512,29199,18005,10431,6670,5761,33.7
est72015,"July 1, 2015",hisp,Hispanic,0400000US02,02,Alaska,50339,6548,4738,4068,3838,5661,5050,4433,3423,2756,2548,2249,1834,1335,839,455,271,165,128,25.3
est72015,"July 1, 2015",nhisp,Not Hispanic,0400000US02,02,Alaska,687640,48474,46939,45247,43499,53759,56435,52194,44072,41281,42720,48848,49476,42470,30261,18713,10740,6595,5917,34.7
est72015,"July 1, 2015",totpop,Total,0400000US02,02,Alaska,737979,55022,51677,49315,47337,59420,61485,56627,47495,44037,45268,51097,51310,43805,31100,19168,11011,6760,6045,33.9
est72016,"July 1, 2016",hisp,Hispanic,0400000US02,02,Alaska,51505,6451,4962,4103,3898,5659,5164,4579,3666,2866,2577,2184,1955,1405,919,497,306,175,139,25.6
est72016,"July 1, 2016",nhisp,Not Hispanic,0400000US02,02,Alaska,690017,48213,47467,45331,43339,51490,57579,53173,45676,40140,42441,46785,48965,43158,32137,19537,11553,6856,6177,34.8
est72016,"July 1, 2016",totpop,Total,0400000US02,02,Alaska,741522,54664,52429,49434,47237,57149,62743,57752,49342,43006,45018,48969,50920,44563,33056,20034,11859,7031,6316,34.0
est72017,"July 1, 2017",hisp,Hispanic,0400000US02,02,Alaska,52250,5997,5279,4115,3914,5468,5390,4671,3831,2979,2682,2213,2003,1505,951,559,342,192,159,26.2
est72017,"July 1, 2017",nhisp,Not Hispanic,0400000US02,02,Alaska,687545,48086,46793,45348,42888,49249,57330,52824,46593,39809,41815,44575,48137,43721,32909,21485,12441,7147,6395,35.1
est72017,"July 1, 2017",totpop,Total,0400000US02,02,Alaska,739795,54083,52072,49463,46802,54717,62720,57495,50424,42788,44497,46788,50140,45226,33860,22044,12783,7339,6554,34.3
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US04,04,Arizona,1895149,204765,199059,189449,183767,158725,150633,145942,137176,120852,106274,86643,66054,49389,34313,24536,17343,11766,8463,25.4
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US04,04,Arizona,4496868,250950,254621,259215,277815,283859,289365,270753,278517,285949,320748,328881,309214,301571,248553,190490,144918,106512,94937,41.4
cen42010,"April 1, 2010 Census",totpop,Total,0400000US04,04,Arizona,6392017,455715,453680,448664,461582,442584,439998,416695,415693,406801,427022,415524,375268,350960,282866,215026,162261,118278,103400,35.9
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US04,04,Arizona,1895174,204765,199059,189449,183767,158730,150640,145945,137178,120854,106274,86643,66054,49389,34315,24536,17345,11767,8464,25.4
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US04,04,Arizona,4497135,250951,254623,259215,277819,283876,289370,270753,278520,285952,320749,328885,309216,301591,248569,190506,144943,106561,95036,41.4
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US04,04,Arizona,6392309,455716,453682,448664,461586,442606,440010,416698,415698,406806,427023,415528,375270,350980,282884,215042,162288,118328,103500,35.9
est72010,"July 1, 2010",hisp,Hispanic,0400000US04,04,Arizona,1903619,203615,198995,190093,184371,160550,150670,146492,137750,121601,106906,87674,66845,50280,34828,24852,17480,11963,8654,25.5
est72010,"July 1, 2010",nhisp,Not Hispanic,0400000US04,04,Arizona,4503383,249735,253949,259082,275403,286099,289173,272076,276431,286920,319197,329504,310584,303903,250055,192239,145503,107483,96047,41.5
est72010,"July 1, 2010",totpop,Total,0400000US04,04,Arizona,6407002,453350,452944,449175,459774,446649,439843,418568,414181,408521,426103,417178,377429,354183,284883,217091,162983,119446,104701,36.0
est72011,"July 1, 2011",hisp,Hispanic,0400000US04,04,Arizona,1934277,197963,197967,192064,185346,168214,151367,148453,139348,125020,109509,91473,70306,53688,37119,26228,18112,12629,9471,25.8
est72011,"July 1, 2011",nhisp,Not Hispanic,0400000US04,04,Arizona,4531211,246907,251783,258600,267653,294894,288617,277874,266621,291015,309168,331647,315032,315630,256514,200461,149085,109973,99737,41.8
est72011,"July 1, 2011",totpop,Total,0400000US04,04,Arizona,6465488,444870,449750,450664,452999,463108,439984,426327,405969,416035,418677,423120,385338,369318,293633,226689,167197,122602,109208,36.3
est72012,"July 1, 2012",hisp,Hispanic,0400000US04,04,Arizona,1972278,194089,201129,193557,186100,177393,151942,150718,141451,128207,111723,95192,74476,56136,40115,27659,18930,13100,10361,26.1
est72012,"July 1, 2012",nhisp,Not Hispanic,0400000US04,04,Arizona,4571933,244328,253848,258141,264861,300706,287876,283179,264728,292528,300293,331312,321403,309987,278440,211213,153636,112038,103416,42.2
est72012,"July 1, 2012",totpop,Total,0400000US04,04,Arizona,6544211,438417,454977,451698,450961,478099,439818,433897,406179,420735,412016,426504,395879,366123,318555,238872,172566,125138,113777,36.5
est72013,"July 1, 2013",hisp,Hispanic,0400000US04,04,Arizona,2010437,190468,203822,195324,186963,184806,154044,153242,143431,130565,114708,98921,78040,58773,43335,29347,19946,13499,11203,26.4
est72013,"July 1, 2013",nhisp,Not Hispanic,0400000US04,04,Arizona,4605687,243177,254928,257027,263551,299874,288328,288422,265295,290161,292447,329658,326328,311112,288743,225959,160147,113773,106757,42.5
est72013,"July 1, 2013",totpop,Total,0400000US04,04,Arizona,6616124,433645,458750,452351,450514,484680,442372,441664,408726,420726,407155,428579,404368,369885,332078,255306,180093,127272,117960,36.8
est72014,"July 1, 2014",hisp,Hispanic,0400000US04,04,Arizona,2054470,190105,204691,197498,189196,191130,158827,155192,145143,134149,117250,102568,81874,62149,46261,31193,21322,13790,12132,26.7
est72014,"July 1, 2014",nhisp,Not Hispanic,0400000US04,04,Arizona,4651965,243207,253923,257279,264109,298728,293505,291764,268506,285496,288330,328122,330159,314731,301678,237518,168505,115543,110862,42.9
est72014,"July 1, 2014",totpop,Total,0400000US04,04,Arizona,6706435,433312,458614,454777,453305,489858,452332,446956,413649,419645,405580,430690,412033,376880,347939,268711,189827,129333,122994,37.0
est72015,"July 1, 2015",hisp,Hispanic,0400000US04,04,Arizona,2100063,191254,203935,198817,192981,194418,165327,156089,148217,137623,120611,105546,86446,65726,49634,33335,22432,14333,13339,27.0
est72015,"July 1, 2015",nhisp,Not Hispanic,0400000US04,04,Arizona,4702199,243408,252147,256752,266515,293260,301393,292395,274390,278948,290048,323625,334886,320729,315392,247586,176319,118741,115665,43.2
est72015,"July 1, 2015",totpop,Total,0400000US04,04,Arizona,6802262,434662,456082,455569,459496,487678,466720,448484,422607,416571,410659,429171,421332,386455,365026,280921,198751,133074,129004,37.2
est72016,"July 1, 2016",hisp,Hispanic,0400000US04,04,Arizona,2150470,193916,202617,201430,196880,196930,173510,158391,151602,140411,124561,108585,90604,69399,53095,35637,23615,14966,14321,27.3
est72016,"July 1, 2016",nhisp,Not Hispanic,0400000US04,04,Arizona,4758172,241873,252216,257407,268814,288626,310224,293977,282159,271396,296291,315445,339654,327853,330312,255703,184966,122325,118931,43.4
est72016,"July 1, 2016",totpop,Total,0400000US04,04,Arizona,6908642,435789,454833,458837,465694,485556,483734,452368,433761,411807,420852,424030,430258,397252,383407,291340,208581,137291,133252,37.4
est72017,"July 1, 2017",hisp,Hispanic,0400000US04,04,Arizona,2202172,196557,200295,205686,199411,198260,183061,160589,155805,143529,128499,111718,94574,73855,55571,38729,25237,15723,15073,27.6
est72017,"July 1, 2017",nhisp,Not Hispanic,0400000US04,04,Arizona,4814098,240705,250864,260217,267896,286042,316871,295373,289075,270271,299185,308362,341035,336789,326718,280391,195911,126739,121654,43.7
est72017,"July 1, 2017",totpop,Total,0400000US04,04,Arizona,7016270,437262,451159,465903,467307,484302,499932,455962,444880,413800,427684,420080,435609,410644,382289,319120,221148,142462,136727,37.7
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US05,05,Arkansas,186050,24708,21884,18336,16679,16772,17599,16761,14472,11561,8883,6587,4425,2976,1776,1167,701,432,331,23.5
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US05,05,Arkansas,2729868,172981,174993,179223,187126,182878,174554,166978,169142,171033,196661,195135,179535,164055,131591,100068,77040,55804,51071,38.8
cen42010,"April 1, 2010 Census",totpop,Total,0400000US05,05,Arkansas,2915918,197689,196877,197559,203805,199650,192153,183739,183614,182594,205544,201722,183960,167031,133367,101235,77741,56236,51402,37.4
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US05,05,Arkansas,186051,24708,21884,18336,16679,16772,17599,16761,14472,11561,8883,6587,4425,2977,1776,1167,701,432,331,23.5
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US05,05,Arkansas,2729980,172984,174999,179227,187128,182880,174556,166985,169149,171039,196668,195140,179546,164061,131597,100073,77047,55817,51084,38.8
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US05,05,Arkansas,2916031,197692,196883,197563,203807,199652,192155,183746,183621,182600,205551,201727,183971,167038,133373,101240,77748,56249,51415,37.4
est72010,"July 1, 2010",hisp,Hispanic,0400000US05,05,Arkansas,187376,24697,22103,18549,16767,16744,17579,16816,14600,11747,8988,6725,4524,3046,1812,1181,717,441,340,23.5
est72010,"July 1, 2010",nhisp,Not Hispanic,0400000US05,05,Arkansas,2734361,172668,174800,179473,186432,184746,174618,167976,168446,171178,195828,195421,180446,165264,131870,100622,77245,55933,51395,38.8
est72010,"July 1, 2010",totpop,Total,0400000US05,05,Arkansas,2921737,197365,196903,198022,203199,201490,192197,184792,183046,182925,204816,202146,184970,168310,133682,101803,77962,56374,51735,37.4
est72011,"July 1, 2011",hisp,Hispanic,0400000US05,05,Arkansas,192671,24518,22972,19353,17164,16842,17451,17185,14997,12466,9495,7127,4910,3311,2002,1243,778,477,380,23.7
est72011,"July 1, 2011",nhisp,Not Hispanic,0400000US05,05,Arkansas,2745969,171568,174368,179952,182553,190852,173969,171454,164514,172669,190209,196544,183189,171466,132963,103072,78184,56127,52316,38.9
est72011,"July 1, 2011",totpop,Total,0400000US05,05,Arkansas,2938640,196086,197340,199305,199717,207694,191420,188639,179511,185135,199704,203671,188099,174777,134965,104315,78962,56604,52696,37.5
est72012,"July 1, 2012",hisp,Hispanic,0400000US05,05,Arkansas,198337,24357,23949,20153,17572,17041,17345,17578,15349,13153,10107,7503,5357,3554,2217,1358,826,502,416,23.8
est72012,"July 1, 2012",nhisp,Not Hispanic,0400000US05,05,Arkansas,2750871,169823,175295,178623,179788,193921,173555,173509,162501,173121,183672,195673,185989,168527,141842,106623,78831,56241,53337,39.0
est72012,"July 1, 2012",totpop,Total,0400000US05,05,Arkansas,2949208,194180,199244,198776,197360,210962,190900,191087,177850,186274,193779,203176,191346,172081,144059,107981,79657,56743,53753,37.6
est72013,"July 1, 2013",hisp,Hispanic,0400000US05,05,Arkansas,203140,23939,24500,21028,17918,17478,17039,17623,15784,13686,10771,7968,5746,3806,2471,1456,916,544,467,24.0
est72013,"July 1, 2013",nhisp,Not Hispanic,0400000US05,05,Arkansas,2753640,167535,175562,177144,178885,194972,173629,174981,162583,172306,176877,195408,187396,168863,145719,111234,80139,56543,53864,39.1
est72013,"July 1, 2013",totpop,Total,0400000US05,05,Arkansas,2956780,191474,200062,198172,196803,212450,190668,192604,178367,185992,187648,203376,193142,172669,148190,112690,81055,57087,54331,37.7
est72014,"July 1, 2014",hisp,Hispanic,0400000US05,05,Arkansas,208015,23786,24899,21805,18418,17950,16903,17607,16122,14170,11301,8447,6186,4082,2660,1585,994,578,522,24.2
est72014,"July 1, 2014",nhisp,Not Hispanic,0400000US05,05,Arkansas,2756785,167151,173902,175966,178339,194154,175300,175242,163772,169961,171067,194502,188012,170523,150360,114854,81943,56911,54826,39.2
est72014,"July 1, 2014",totpop,Total,0400000US05,05,Arkansas,2964800,190937,198801,197771,196757,212104,192203,192849,179894,184131,182368,202949,194198,174605,153020,116439,82937,57489,55348,37.8
est72015,"July 1, 2015",hisp,Hispanic,0400000US05,05,Arkansas,213663,23563,25224,22653,19234,18431,16959,17456,16613,14667,11911,8922,6687,4437,2896,1721,1071,635,583,24.4
est72015,"July 1, 2015",nhisp,Not Hispanic,0400000US05,05,Arkansas,2761963,167430,172642,174281,178759,190086,179652,173829,166531,166829,168964,191811,189246,172936,154646,117090,83701,57752,55778,39.3
est72015,"July 1, 2015",totpop,Total,0400000US05,05,Arkansas,2975626,190993,197866,196934,197993,208517,196611,191285,183144,181496,180875,200733,195933,177373,157542,118811,84772,58387,56361,37.9
est72016,"July 1, 2016",hisp,Hispanic,0400000US05,05,Arkansas,220157,23631,25283,23694,20144,18839,17243,17449,16996,15092,12702,9460,7166,4850,3155,1919,1154,727,653,24.6
est72016,"July 1, 2016",nhisp,Not Hispanic,0400000US05,05,Arkansas,2768074,167612,171314,173363,178551,185773,184548,172689,169977,162422,170219,186215,190330,175547,160151,118245,86108,58417,56593,39.4
est72016,"July 1, 2016",totpop,Total,0400000US05,05,Arkansas,2988231,191243,196597,197057,198695,204612,201791,190138,186973,177514,182921,195675,197496,180397,163306,120164,87262,59144,57246,38.0
est72017,"July 1, 2017",hisp,Hispanic,0400000US05,05,Arkansas,227673,23922,25270,24823,21069,19511,17649,17545,17515,15633,13339,10119,7562,5353,3403,2140,1270,799,751,24.8
est72017,"July 1, 2017",nhisp,Not Hispanic,0400000US05,05,Arkansas,2776606,167513,169873,174335,177258,183314,187902,172368,172198,160930,171080,180113,190161,178780,157956,127010,89376,59308,57131,39.5
est72017,"July 1, 2017",totpop,Total,0400000US05,05,Arkansas,3004279,191435,195143,199158,198327,202825,205551,189913,189713,176563,184419,190232,197723,184133,161359,129150,90646,60107,57882,38.1
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US06,06,California,14013719,1349906,1293158,1301968,1352680,1216579,1170058,1104448,1061781,980425,850500,694252,517932,371153,253107,184853,137779,97364,75776,27.1
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US06,06,California,23240237,1181427,1212681,1288962,1471260,1549370,1574351,1469020,1511798,1628706,1839319,1868300,1686364,1461044,1050451,786925,629192,505875,525192,41.0
cen42010,"April 1, 2010 Census",totpop,Total,0400000US06,06,California,37253956,2531333,2505839,2590930,2823940,2765949,2744409,2573468,2573579,2609131,2689819,2562552,2204296,1832197,1303558,971778,766971,603239,600968,35.2
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US06,06,California,14013857,1349907,1293158,1301968,1352692,1216588,1170072,1104453,1061791,980443,850512,694263,517941,371164,253110,184858,137781,97367,75789,27.1
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US06,06,California,23240661,1181430,1212681,1288964,1471267,1549382,1574361,1469033,1511811,1628727,1839347,1868324,1686391,1461075,1050482,786955,629244,505913,525274,41.0
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US06,06,California,37254518,2531337,2505839,2590932,2823959,2765970,2744433,2573486,2573602,2609170,2689859,2562587,2204332,1832239,1303592,971813,767025,603280,601063,35.2
est72010,"July 1, 2010",hisp,Hispanic,0400000US06,06,California,14067534,1350573,1295092,1300191,1351630,1225894,1170928,1108343,1062807,984752,855497,701378,525456,377322,256136,186627,138617,98725,77566,27.2
est72010,"July 1, 2010",nhisp,Not Hispanic,0400000US06,06,California,23260156,1179882,1209899,1284033,1457023,1559610,1578424,1476960,1501223,1628494,1827650,1870722,1695013,1474603,1060225,792112,628637,506348,529298,41.1
est72010,"July 1, 2010",totpop,Total,0400000US06,06,California,37327690,2530455,2504991,2584224,2808653,2785504,2749352,2585303,2564030,2613246,2683147,2572100,2220469,1851925,1316361,978739,767254,605073,606864,35.2
est72011,"July 1, 2011",hisp,Hispanic,0400000US06,06,California,14303007,1356018,1308179,1297161,1343171,1265171,1178337,1123072,1064465,1005755,878354,727876,556806,402894,270927,193705,142970,103287,84859,27.5
est72011,"July 1, 2011",nhisp,Not Hispanic,0400000US06,06,California,23369647,1178551,1205660,1266520,1404859,1597022,1597866,1515944,1458344,1631731,1770366,1876997,1727529,1537856,1099894,816131,634269,506188,543920,41.4
est72011,"July 1, 2011",totpop,Total,0400000US06,06,California,37672654,2534569,2513839,2563681,2748030,2862193,2776203,2639016,2522809,2637486,2648720,2604873,2284335,1940750,1370821,1009836,777239,609475,628779,35.4
est72012,"July 1, 2012",hisp,Hispanic,0400000US06,06,California,14515056,1341843,1330040,1291440,1329293,1304209,1183333,1138398,1070223,1021450,898288,753822,588694,422794,291887,202506,147679,107104,92053,27.8
est72012,"July 1, 2012",nhisp,Not Hispanic,0400000US06,06,California,23503950,1175347,1210090,1247946,1373244,1610890,1616748,1558891,1449916,1621672,1716574,1866706,1764121,1533343,1200661,849352,644906,505883,557660,41.6
est72012,"July 1, 2012",totpop,Total,0400000US06,06,California,38019006,2517190,2540130,2539386,2702537,2915099,2800081,2697289,2520139,2643122,2614862,2620528,2352815,1956137,1492548,1051858,792585,612987,649713,35.6
est72013,"July 1, 2013",hisp,Hispanic,0400000US06,06,California,14717402,1323121,1347640,1290583,1315734,1330984,1195524,1154356,1075396,1031301,920121,780636,618012,445694,312164,213456,153670,109680,99330,28.1
est72013,"July 1, 2013",nhisp,Not Hispanic,0400000US06,06,California,23629981,1179583,1210353,1237089,1344677,1595048,1646954,1603093,1457749,1597024,1666087,1854748,1789203,1555857,1259117,897306,661366,506838,567889,41.8
est72013,"July 1, 2013",totpop,Total,0400000US06,06,California,38347383,2502704,2557993,2527672,2660411,2926032,2842478,2757449,2533145,2628325,2586208,2635384,2407215,2001551,1571281,1110762,815036,616518,667219,35.8
est72014,"July 1, 2014",hisp,Hispanic,0400000US06,06,California,14920013,1313615,1352393,1293897,1302893,1353087,1215676,1167089,1080386,1038140,937642,808595,646006,472345,333526,224731,160420,112610,106962,28.4
est72014,"July 1, 2014",nhisp,Not Hispanic,0400000US06,06,California,23781265,1193258,1200445,1232149,1318156,1568757,1698341,1640321,1480104,1560681,1631389,1840291,1800804,1586905,1321249,938851,681690,508397,579477,41.9
est72014,"July 1, 2014",totpop,Total,0400000US06,06,California,38701278,2506873,2552838,2526046,2621049,2921844,2914017,2807410,2560490,2598821,2569031,2648886,2446810,2059250,1654775,1163582,842110,621007,686439,36.0
est72015,"July 1, 2015",hisp,Hispanic,0400000US06,06,California,15116145,1300239,1352203,1296731,1299727,1353607,1246165,1168891,1096200,1039823,960119,830449,676620,502344,356566,237916,166778,115976,115791,28.8
est72015,"July 1, 2015",nhisp,Not Hispanic,0400000US06,06,California,23916299,1207841,1190638,1222719,1301947,1522734,1749562,1667333,1512880,1516613,1625955,1799475,1814413,1617577,1382769,979626,701844,511269,591104,42.0
est72015,"July 1, 2015",totpop,Total,0400000US06,06,California,39032444,2508080,2542841,2519450,2601674,2876341,2995727,2836224,2609080,2556436,2586074,2629924,2491033,2119921,1739335,1217542,868622,627245,706895,36.1
est72016,"July 1, 2016",hisp,Hispanic,0400000US06,06,California,15298439,1282311,1352497,1306769,1296314,1341509,1283293,1175389,1109242,1041026,979685,851598,701109,531008,379597,251248,173111,119518,123215,29.1
est72016,"July 1, 2016",nhisp,Not Hispanic,0400000US06,06,California,23998037,1202461,1185089,1215175,1287807,1473368,1795545,1694182,1551000,1475392,1627574,1741507,1818374,1644775,1436848,1013385,721876,515845,597834,42.0
est72016,"July 1, 2016",totpop,Total,0400000US06,06,California,39296476,2484772,2537586,2521944,2584121,2814877,3078838,2869571,2660242,2516418,2607259,2593105,2519483,2175783,1816445,1264633,894987,635363,721049,36.4
est72017,"July 1, 2017",hisp,Hispanic,0400000US06,06,California,15477304,1274171,1336345,1326595,1291319,1327093,1321925,1179946,1123531,1045962,993916,869943,725326,560492,397297,270028,180753,123110,129552,29.4
est72017,"July 1, 2017",nhisp,Not Hispanic,0400000US06,06,California,24059349,1197342,1178007,1216185,1271349,1440682,1808309,1713599,1589956,1463613,1613522,1685307,1803430,1673430,1428268,1100207,748877,524025,603241,42.1
est72017,"July 1, 2017",totpop,Total,0400000US06,06,California,39536653,2471513,2514352,2542780,2562668,2767775,3130234,2893545,2713487,2509575,2607438,2555250,2528756,2233922,1825565,1370235,929630,647135,732793,36.6
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US08,08,Colorado,1038687,112711,109142,97318,91085,83999,86904,84388,78452,66943,59067,48600,37594,28466,18841,13949,9824,6475,4929,26.5
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US08,08,Colorado,3990509,231249,239461,235336,248390,264616,285555,269431,275153,279096,312568,322463,290770,240814,163651,113519,87084,66669,64684,39.1
cen42010,"April 1, 2010 Census",totpop,Total,0400000US08,08,Colorado,5029196,343960,348603,332654,339475,348615,372459,353819,353605,346039,371635,371063,328364,269280,182492,127468,96908,73144,69613,36.1
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US08,08,Colorado,1038722,112711,109142,97318,91085,84006,86907,84391,78459,66945,59074,48602,37597,28467,18841,13949,9824,6475,4929,26.5
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US08,08,Colorado,3990603,231249,239461,235336,248391,264627,285573,269444,275168,279108,312580,322471,290773,240815,163651,113519,87084,66669,64684,39.1
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US08,08,Colorado,5029325,343960,348603,332654,339476,348633,372480,353835,353627,346053,371654,371073,328370,269282,182492,127468,96908,73144,69613,36.1
est72010,"July 1, 2010",hisp,Hispanic,0400000US08,08,Colorado,1044740,112966,109443,98103,91745,84522,86975,84750,78802,67426,59346,49094,37995,28915,19070,14056,9947,6539,5046,26.5
est72010,"July 1, 2010",nhisp,Not Hispanic,0400000US08,08,Colorado,4003289,231066,239445,235787,249397,265646,286634,271534,273521,280494,310327,322800,292674,244237,165545,114660,87188,67055,65279,39.1
est72010,"July 1, 2010",totpop,Total,0400000US08,08,Colorado,5048029,344032,348888,333890,341142,350168,373609,356284,352323,347920,369673,371894,330669,273152,184615,128716,97135,73594,70325,36.1
est72011,"July 1, 2011",hisp,Hispanic,0400000US08,08,Colorado,1066265,111795,110884,101353,92901,86661,87638,86281,79969,69656,60510,50819,39788,30588,20271,14564,10424,6753,5410,26.7
est72011,"July 1, 2011",nhisp,Not Hispanic,0400000US08,08,Colorado,4050146,229639,240388,237964,248062,268385,291916,281259,266240,286921,298554,324237,299269,259683,173532,119963,88311,68214,67609,39.3
est72011,"July 1, 2011",totpop,Total,0400000US08,08,Colorado,5116411,341434,351272,339317,340963,355046,379554,367540,346209,356577,359064,375056,339057,290271,193803,134527,98735,74967,73019,36.2
est72012,"July 1, 2012",hisp,Hispanic,0400000US08,08,Colorado,1085910,108875,112507,103863,93385,89671,88053,87990,81079,72160,61359,52445,41833,31728,22157,15114,10859,7094,5738,27.0
est72012,"July 1, 2012",nhisp,Not Hispanic,0400000US08,08,Colorado,4100420,228845,241890,239202,245772,271675,296610,290560,266292,289916,289076,322552,305886,262028,193762,127125,90347,68999,69883,39.4
est72012,"July 1, 2012",totpop,Total,0400000US08,08,Colorado,5186330,337720,354397,343065,339157,361346,384663,378550,347371,362076,350435,374997,347719,293756,215919,142239,101206,76093,75621,36.3
est72013,"July 1, 2013",hisp,Hispanic,0400000US08,08,Colorado,1106983,106328,113634,106466,94511,92783,88817,89574,82621,74098,62853,54350,43378,33090,23752,15841,11450,7328,6109,27.3
est72013,"July 1, 2013",nhisp,Not Hispanic,0400000US08,08,Colorado,4155573,228004,242319,242004,244978,275550,301042,299716,270753,289914,281944,319996,310441,269673,206579,137434,93606,69565,72055,39.5
est72013,"July 1, 2013",totpop,Total,0400000US08,08,Colorado,5262556,334332,355953,348470,339489,368333,389859,389290,353374,364012,344797,374346,353819,302763,230331,153275,105056,76893,78164,36.5
est72014,"July 1, 2014",hisp,Hispanic,0400000US08,08,Colorado,1130156,104731,114014,108808,97119,95209,90321,91192,83846,76338,64425,56268,45191,34682,25297,16669,11840,7642,6564,27.5
est72014,"July 1, 2014",nhisp,Not Hispanic,0400000US08,08,Colorado,4212155,228969,241166,245150,245028,279124,307625,307660,278120,285949,279194,316011,313660,277125,220112,145701,97467,70013,74081,39.5
est72014,"July 1, 2014",totpop,Total,0400000US08,08,Colorado,5342311,333700,355180,353958,342147,374333,397946,398852,361966,362287,343619,372279,358851,311807,245409,162370,109307,77655,80645,36.5
est72015,"July 1, 2015",hisp,Hispanic,0400000US08,08,Colorado,1157005,103565,114478,110679,100503,97414,93263,92256,86673,78360,66241,57871,47459,36399,27054,17522,12270,8016,6982,27.8
est72015,"July 1, 2015",nhisp,Not Hispanic,0400000US08,08,Colorado,4283440,230837,240921,246779,247124,280724,319033,317588,288028,282143,283815,308654,317255,284890,234168,153783,101304,70721,75673,39.5
est72015,"July 1, 2015",totpop,Total,0400000US08,08,Colorado,5440445,334402,355399,357458,347627,378138,412296,409844,374701,360503,350056,366525,364714,321289,261222,171305,113574,78737,82655,36.6
