year.id,year.display-label,hisp.id,hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop_sex0_age999,totpop_sex0_age0to4,totpop_sex0_age5to9,totpop_sex0_age10to14,totpop_sex0_age15to19,totpop_sex0_age20to24,totpop_sex0_age25to29,totpop_sex0_age30to34,totpop_sex0_age35to39,totpop_sex0_age40to44,totpop_sex0_age45to49,totpop_sex0_age50to54,totpop_sex0_age55to59,totpop_sex0_age60to64,totpop_sex0_age65to69,totpop_sex0_age70to74,totpop_sex0_age75to79,totpop_sex0_age80to84,totpop_sex0_age85plus,totpop_sex0_medage
Id,Year,Id,Hispanic Origin,Id,Id2,Geography,Total; Both Sexes; Total,Total; Both Sexes; Under 5 years,Total; Both Sexes; 5 to 9 years,Total; Both Sexes; 10 to 14 years,Total; Both Sexes; 15 to 19 years,Total; Both Sexes; 20 to 24 years,Total; Both Sexes; 25 to 29 years,Total; Both Sexes; 30 to 34 years,Total; Both Sexes; 35 to 39 years,Total; Both Sexes; 40 to 44 years,Total; Both Sexes; 45 to 49 years,Total; Both Sexes; 50 to 54 years,Total; Both Sexes; 55 to 59 years,Total; Both Sexes; 60 to 64 years,Total; Both Sexes; 65 to 69 years,Total; Both Sexes; 70 to 74 years,Total; Both Sexes; 75 to 79 years,Total; Both Sexes; 80 to 84 years,Total; Both Sexes; 85 years and over,Total; Both Sexes; Median age (years)
est72014,"July 1, 2014",nhisp,Not Hispanic,0400000US10,10,Delaware,852337,46600,47497,49142,53015,57688,56873,51852,46933,51185,56985,64585,63025,56214,51051,37891,26070,18220,17511,41.8
est72014,"July 1, 2014",totpop,Total,0400000US10,10,Delaware,934805,55414,56645,57138,59768,64686,63966,59169,53677,56947,61520,68003,65565,58108,52362,38753,26619,18573,17892,39.7
est72015,"July 1, 2015",hisp,Hispanic,0400000US10,10,Delaware,84615,8808,9224,8325,7051,6850,7096,7252,7056,5970,4781,3646,2711,2065,1455,935,583,388,419,26.4
est72015,"July 1, 2015",nhisp,Not Hispanic,0400000US10,10,Delaware,859492,46593,47442,48779,52992,55727,59111,52345,48211,49155,56210,64128,64112,58017,53686,39607,26860,18514,18003,42.0
est72015,"July 1, 2015",totpop,Total,0400000US10,10,Delaware,944107,55401,56666,57104,60043,62577,66207,59597,55267,55125,60991,67774,66823,60082,55141,40542,27443,18902,18422,39.9
est72016,"July 1, 2016",hisp,Hispanic,0400000US10,10,Delaware,87001,8919,9326,8791,7330,6837,7046,7318,7143,6227,4992,3848,2896,2260,1563,993,671,404,437,26.6
est72016,"July 1, 2016",nhisp,Not Hispanic,0400000US10,10,Delaware,865697,46268,47416,48590,52934,53767,60583,52954,49563,46740,55623,63068,65014,60089,56505,41109,28085,18790,18599,42.3
est72016,"July 1, 2016",totpop,Total,0400000US10,10,Delaware,952698,55187,56742,57381,60264,60604,67629,60272,56706,52967,60615,66916,67910,62349,58068,42102,28756,19194,19036,40.2
est72017,"July 1, 2017",hisp,Hispanic,0400000US10,10,Delaware,89539,8992,9314,9155,7778,6920,7050,7210,7348,6456,5283,4135,3072,2427,1680,1100,724,422,473,26.9
est72017,"July 1, 2017",nhisp,Not Hispanic,0400000US10,10,Delaware,872400,46000,47357,48449,52763,52730,61200,53818,50547,45965,54441,61674,65484,62243,56546,45221,29817,19102,19043,42.6
est72017,"July 1, 2017",totpop,Total,0400000US10,10,Delaware,961939,54992,56671,57604,60541,59650,68250,61028,57895,52421,59724,65809,68556,64670,58226,46321,30541,19524,19516,40.4
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US11,11,District of Columbia,54749,4485,3283,2597,3601,6114,7193,6310,5011,3857,3293,2666,1974,1560,1041,730,429,344,261,30.1
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US11,11,District of Columbia,546974,28128,22864,22444,36318,57996,62456,48786,37914,33877,35246,34498,32300,28143,20447,14751,11391,9361,10054,34.3
cen42010,"April 1, 2010 Census",totpop,Total,0400000US11,11,District of Columbia,601723,32613,26147,25041,39919,64110,69649,55096,42925,37734,38539,37164,34274,29703,21488,15481,11820,9705,10315,33.8
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US11,11,District of Columbia,54768,4486,3284,2599,3604,6116,7194,6311,5015,3858,3294,2667,1974,1560,1041,730,429,345,261,30.1
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US11,11,District of Columbia,546998,28128,22864,22444,36321,58002,62460,48788,37917,33879,35247,34498,32301,28145,20447,14751,11391,9361,10054,34.3
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US11,11,District of Columbia,601766,32614,26148,25043,39925,64118,69654,55099,42932,37737,38541,37165,34275,29705,21488,15481,11820,9706,10315,33.8
est72010,"July 1, 2010",hisp,Hispanic,0400000US11,11,District of Columbia,55850,4762,3334,2640,3609,6108,7353,6495,5110,3943,3341,2698,2029,1586,1056,734,435,351,266,30.1
est72010,"July 1, 2010",nhisp,Not Hispanic,0400000US11,11,District of Columbia,549190,28513,22822,22299,36151,57206,63213,49737,38116,34095,35278,34571,32460,28467,20563,14834,11373,9348,10144,34.4
est72010,"July 1, 2010",totpop,Total,0400000US11,11,District of Columbia,605040,33275,26156,24939,39760,63314,70566,56232,43226,38038,38619,37269,34489,30053,21619,15568,11808,9699,10410,33.8
est72011,"July 1, 2011",hisp,Hispanic,0400000US11,11,District of Columbia,60001,5675,3618,2878,3687,5921,7841,7235,5473,4295,3600,2832,2222,1699,1156,764,452,367,286,30.2
est72011,"July 1, 2011",nhisp,Not Hispanic,0400000US11,11,District of Columbia,560335,30556,23059,21943,35443,54890,66921,53959,38480,35114,35094,34828,33091,29799,20964,15173,11462,9152,10407,34.3
est72011,"July 1, 2011",totpop,Total,0400000US11,11,District of Columbia,620336,36231,26677,24821,39130,60811,74762,61194,43953,39409,38694,37660,35313,31498,22120,15937,11914,9519,10693,33.7
est72012,"July 1, 2012",hisp,Hispanic,0400000US11,11,District of Columbia,63318,6397,3993,3081,3696,5830,8084,7745,5735,4562,3770,3069,2346,1821,1237,786,498,359,309,30.3
est72012,"July 1, 2012",nhisp,Not Hispanic,0400000US11,11,District of Columbia,572312,32420,24099,21963,34790,52728,70173,57913,39747,35957,34613,34863,33589,29894,22407,15792,11606,9029,10729,34.2
est72012,"July 1, 2012",totpop,Total,0400000US11,11,District of Columbia,635630,38817,28092,25044,38486,58558,78257,65658,45482,40519,38383,37932,35935,31715,23644,16578,12104,9388,11038,33.7
est72013,"July 1, 2013",hisp,Hispanic,0400000US11,11,District of Columbia,66737,7087,4369,3387,3701,5584,8325,8353,6079,4782,3894,3289,2566,1898,1344,823,553,361,342,30.5
est72013,"July 1, 2013",nhisp,Not Hispanic,0400000US11,11,District of Columbia,583377,34088,25389,22033,33873,51050,71921,61549,41762,36438,34194,35270,34046,30135,23450,16464,11801,9013,10901,34.2
est72013,"July 1, 2013",totpop,Total,0400000US11,11,District of Columbia,650114,41175,29758,25420,37574,56634,80246,69902,47841,41220,38088,38559,36612,32033,24794,17287,12354,9374,11243,33.7
est72014,"July 1, 2014",hisp,Hispanic,0400000US11,11,District of Columbia,69248,7519,4781,3545,3767,5457,8431,8466,6389,5130,3937,3433,2714,1997,1444,894,619,342,383,30.7
est72014,"July 1, 2014",nhisp,Not Hispanic,0400000US11,11,District of Columbia,591549,35314,26077,22369,33119,50366,72160,63986,44152,36408,33788,35438,33980,30560,24545,17168,12018,8940,11161,34.3
est72014,"July 1, 2014",totpop,Total,0400000US11,11,District of Columbia,660797,42833,30858,25914,36886,55823,80591,72452,50541,41538,37725,38871,36694,32557,25989,18062,12637,9282,11544,33.9
est72015,"July 1, 2015",hisp,Hispanic,0400000US11,11,District of Columbia,72020,7774,5288,3687,3974,5404,8513,8649,6762,5341,4154,3522,2933,2101,1506,968,679,343,422,30.8
est72015,"July 1, 2015",nhisp,Not Hispanic,0400000US11,11,District of Columbia,600716,36395,26980,22659,32640,49639,72903,66337,47039,36264,33689,35241,33923,30871,25663,17756,12389,8936,11392,34.4
est72015,"July 1, 2015",totpop,Total,0400000US11,11,District of Columbia,672736,44169,32268,26346,36614,55043,81416,74986,53801,41605,37843,38763,36856,32972,27169,18724,13068,9279,11814,33.9
est72016,"July 1, 2016",hisp,Hispanic,0400000US11,11,District of Columbia,74616,7838,5791,3912,4213,5303,8520,8835,7276,5477,4317,3642,3013,2292,1597,1048,700,385,457,31.0
est72016,"July 1, 2016",nhisp,Not Hispanic,0400000US11,11,District of Columbia,609720,36627,28368,22645,32460,49046,74053,68715,50056,35920,34320,34717,33990,30943,26658,18007,12719,9018,11458,34.4
est72016,"July 1, 2016",totpop,Total,0400000US11,11,District of Columbia,684336,44465,34159,26557,36673,54349,82573,77550,57332,41397,38637,38359,37003,33235,28255,19055,13419,9403,11915,34.0
est72017,"July 1, 2017",hisp,Hispanic,0400000US11,11,District of Columbia,76526,7760,6376,4259,4484,5193,8472,8652,7559,5612,4561,3633,3090,2439,1677,1127,723,431,478,31.0
est72017,"July 1, 2017",nhisp,Not Hispanic,0400000US11,11,District of Columbia,617446,37275,29747,23344,32435,48383,74975,70503,52384,36483,34260,33761,33548,31050,26344,19071,13180,9048,11655,34.4
est72017,"July 1, 2017",totpop,Total,0400000US11,11,District of Columbia,693972,45035,36123,27603,36919,53576,83447,79155,59943,42095,38821,37394,36638,33489,28021,20198,13903,9479,12133,34.0
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US12,12,Florida,4223806,312283,299050,304676,320545,324781,318352,319787,333350,323802,319371,248848,200200,162563,131401,110742,84647,60696,48712,33.6
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US12,12,Florida,14577504,761223,781205,826171,907837,903977,860875,790531,845117,928985,1081831,1091443,1002218,972687,827832,657965,530867,421327,385413,43.3
cen42010,"April 1, 2010 Census",totpop,Total,0400000US12,12,Florida,18801310,1073506,1080255,1130847,1228382,1228758,1179227,1110318,1178467,1252787,1401202,1340291,1202418,1135250,959233,768707,615514,482023,434125,40.7
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US12,12,Florida,4224238,312286,299051,304679,320580,324813,318396,319845,333411,323859,319441,248878,200223,162571,131404,110742,84648,60698,48713,33.6
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US12,12,Florida,14580356,761219,781202,826181,907977,904256,861238,790878,845467,929373,1082226,1091733,1002331,972752,827866,657973,530872,421342,385470,43.3
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US12,12,Florida,18804594,1073505,1080253,1130860,1228557,1229069,1179634,1110723,1178878,1253232,1401667,1340611,1202554,1135323,959270,768715,615520,482040,434183,40.7
est72010,"July 1, 2010",hisp,Hispanic,0400000US12,12,Florida,4252565,313280,300306,305759,320900,327158,320723,321696,334588,325081,321957,252686,202620,164662,132679,111804,85245,61672,49749,33.7
est72010,"July 1, 2010",nhisp,Not Hispanic,0400000US12,12,Florida,14593896,758197,778871,825283,900039,912330,863840,794983,837939,927922,1076781,1094184,1007628,978487,832226,662149,531177,422911,388949,43.4
est72010,"July 1, 2010",totpop,Total,0400000US12,12,Florida,18846461,1071477,1079177,1131042,1220939,1239488,1184563,1116679,1172527,1253003,1398738,1346870,1210248,1143149,964905,773953,616422,484583,438698,40.8
est72011,"July 1, 2011",hisp,Hispanic,0400000US12,12,Florida,4387961,318449,307863,312092,322438,338460,331646,330715,339759,333723,333480,268336,213910,174452,139464,115828,88462,64837,54047,34.0
est72011,"July 1, 2011",nhisp,Not Hispanic,0400000US12,12,Florida,14709408,753926,774968,823424,872180,947311,878124,817365,807508,930700,1049004,1108515,1029722,1018112,851227,681716,537477,426128,402001,43.6
est72011,"July 1, 2011",totpop,Total,0400000US12,12,Florida,19097369,1072375,1082831,1135516,1194618,1285771,1209770,1148080,1147267,1264423,1382484,1376851,1243632,1192564,990691,797544,625939,490965,456048,41.1
est72012,"July 1, 2012",hisp,Hispanic,0400000US12,12,Florida,4521373,322166,318577,317937,322817,346943,340829,341032,345991,345192,339724,284782,226079,181511,148581,120122,92643,67690,58757,34.3
est72012,"July 1, 2012",nhisp,Not Hispanic,0400000US12,12,Florida,14819954,750615,778832,817711,852876,966226,891964,838851,794736,925230,1019619,1108093,1054729,998155,918553,711800,547782,426984,417198,43.9
est72012,"July 1, 2012",totpop,Total,0400000US12,12,Florida,19341327,1072781,1097409,1135648,1175693,1313169,1232793,1179883,1140727,1270422,1359343,1392875,1280808,1179666,1067134,831922,640425,494674,475955,41.3
est72013,"July 1, 2013",hisp,Hispanic,0400000US12,12,Florida,4668206,325505,329475,323117,328101,353355,350484,351999,354863,358588,344292,305007,238133,191235,156880,125855,97482,70204,63631,34.6
est72013,"July 1, 2013",nhisp,Not Hispanic,0400000US12,12,Florida,14916721,747549,785885,811154,846547,967056,906143,855419,791487,911100,986805,1104663,1074075,1000529,947346,758878,565278,426684,430123,44.1
est72013,"July 1, 2013",totpop,Total,0400000US12,12,Florida,19584927,1073054,1115360,1134271,1174648,1320411,1256627,1207418,1146350,1269688,1331097,1409670,1312208,1191764,1104226,884733,662760,496888,493754,41.5
est72014,"July 1, 2014",hisp,Hispanic,0400000US12,12,Florida,4829500,335111,337752,329621,333793,358508,361728,365285,364713,371493,348609,325452,251664,203313,166017,131902,103151,72369,69019,34.9
est72014,"July 1, 2014",nhisp,Not Hispanic,0400000US12,12,Florida,15068247,753080,785851,808828,840386,960087,935602,872160,802056,892578,960973,1105987,1093023,1019420,987137,793834,587414,427135,442696,44.4
est72014,"July 1, 2014",totpop,Total,0400000US12,12,Florida,19897747,1088191,1123603,1138449,1174179,1318595,1297330,1237445,1166769,1264071,1309582,1431439,1344687,1222733,1153154,925736,690565,499504,511715,41.7
est72015,"July 1, 2015",hisp,Hispanic,0400000US12,12,Florida,5008639,345817,346704,338529,343540,361934,374590,376931,380013,382405,357655,343116,267960,215948,176814,138516,108341,75472,74354,35.2
est72015,"July 1, 2015",nhisp,Not Hispanic,0400000US12,12,Florida,15259928,763231,787100,807348,841963,940596,972326,888960,823880,869378,955339,1097253,1114260,1046129,1029892,826792,607350,433251,454880,44.7
est72015,"July 1, 2015",totpop,Total,0400000US12,12,Florida,20268567,1109048,1133804,1145877,1185503,1302530,1346916,1265891,1203893,1251783,1312994,1440369,1382220,1262077,1206706,965308,715691,508723,529234,41.8
est72016,"July 1, 2016",hisp,Hispanic,0400000US12,12,Florida,5197333,354793,357467,350532,353774,365045,386765,391070,393590,393731,371224,358387,285405,229444,187642,146414,113390,79065,79595,35.5
est72016,"July 1, 2016",nhisp,Not Hispanic,0400000US12,12,Florida,15459256,772072,788682,810555,844766,916722,1007484,906437,851581,843049,962889,1076334,1136841,1074009,1075974,854499,630995,441770,464597,44.9
est72016,"July 1, 2016",totpop,Total,0400000US12,12,Florida,20656589,1126865,1146149,1161087,1198540,1281767,1394249,1297507,1245171,1236780,1334113,1434721,1422246,1303453,1263616,1000913,744385,520835,544192,42.0
est72017,"July 1, 2017",hisp,Hispanic,0400000US12,12,Florida,5371385,362421,363838,364013,361916,368476,396000,401497,405778,404492,387109,368245,304600,243621,196835,156235,118490,83238,84581,35.8
est72017,"July 1, 2017",nhisp,Not Hispanic,0400000US12,12,Florida,15613015,775674,787600,817317,841824,900692,1025894,919289,874840,832741,960996,1051485,1143817,1105590,1059484,929962,662573,452266,470971,45.2
est72017,"July 1, 2017",totpop,Total,0400000US12,12,Florida,20984400,1138095,1151438,1181330,1203740,1269168,1421894,1320786,1280618,1237233,1348105,1419730,1448417,1349211,1256319,1086197,781063,535504,555552,42.1
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US13,13,Georgia,853689,106411,93116,74687,68805,78558,90040,87353,73941,57583,42355,29352,18922,12486,7797,5254,3319,2135,1575,25.3
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US13,13,Georgia,8833964,580374,602045,614997,641194,601522,583895,574272,624118,641898,680306,639239,554629,483520,348210,245168,179416,126913,112248,36.9
cen42010,"April 1, 2010 Census",totpop,Total,0400000US13,13,Georgia,9687653,686785,695161,689684,709999,680080,673935,661625,698059,699481,722661,668591,573551,496006,356007,250422,182735,129048,113823,35.3
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US13,13,Georgia,853790,106412,93117,74687,68831,78595,90063,87361,73946,57583,42354,29353,18923,12485,7797,5254,3319,2135,1575,25.3
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US13,13,Georgia,8834900,580383,602057,615019,641354,601809,584030,574335,624152,641919,680327,639272,554652,483549,348229,245175,179434,126935,112269,36.9
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US13,13,Georgia,9688690,686795,695174,689706,710185,680404,674093,661696,698098,699502,722681,668625,573575,496034,356026,250429,182753,129070,113844,35.3
est72010,"July 1, 2010",hisp,Hispanic,0400000US13,13,Georgia,858266,107231,93808,75483,69092,77673,89192,87485,74445,58369,42999,29911,19349,12704,7965,5374,3373,2176,1637,25.3
est72010,"July 1, 2010",nhisp,Not Hispanic,0400000US13,13,Georgia,8854430,577554,600600,616063,640756,606679,584486,576718,619332,643047,680326,641768,558520,488259,351265,247562,180388,127702,113405,36.9
est72010,"July 1, 2010",totpop,Total,0400000US13,13,Georgia,9712696,684785,694408,691546,709848,684352,673678,664203,693777,701416,723325,671679,577869,500963,359230,252936,183761,129878,115042,35.4
est72011,"July 1, 2011",hisp,Hispanic,0400000US13,13,Georgia,878183,108837,97098,79305,70094,75592,86715,87752,76219,61469,45657,32093,21332,13721,8760,5749,3607,2335,1848,25.5
est72011,"July 1, 2011",nhisp,Not Hispanic,0400000US13,13,Georgia,8932412,570759,597896,620398,633113,627463,588160,587126,596189,650248,672411,651718,572340,510960,363789,257885,185448,129661,116848,37.1
est72011,"July 1, 2011",totpop,Total,0400000US13,13,Georgia,9810595,679596,694994,699703,703207,703055,674875,674878,672408,711717,718068,683811,593672,524681,372549,263634,189055,131996,118696,35.6
est72012,"July 1, 2012",hisp,Hispanic,0400000US13,13,Georgia,893903,107439,99911,82649,71075,74749,83159,87222,77852,64406,48377,34448,23356,14903,9733,6144,3886,2514,2080,25.7
est72012,"July 1, 2012",nhisp,Not Hispanic,0400000US13,13,Georgia,9017268,564055,598958,620397,628028,648815,594316,594957,583553,653304,661714,656839,588770,508767,398613,272455,190416,132090,121221,37.3
est72012,"July 1, 2012",totpop,Total,0400000US13,13,Georgia,9911171,671494,698869,703046,699103,723564,677475,682179,661405,717710,710091,691287,612126,523670,408346,278599,194302,134604,123301,35.8
est72013,"July 1, 2013",hisp,Hispanic,0400000US13,13,Georgia,905936,105747,102750,86390,72288,72739,79036,85431,79327,66766,50938,36610,25125,15995,10710,6699,4262,2761,2362,25.9
est72013,"July 1, 2013",nhisp,Not Hispanic,0400000US13,13,Georgia,9075837,555671,600340,619498,622753,655517,600373,599933,578272,649992,648898,662214,601075,513492,419218,292743,197209,134155,124484,37.5
est72013,"July 1, 2013",totpop,Total,0400000US13,13,Georgia,9981773,661418,703090,705888,695041,728256,679409,685364,657599,716758,699836,698824,626200,529487,429928,299442,201471,136916,126846,36.0
est72014,"July 1, 2014",hisp,Hispanic,0400000US13,13,Georgia,925278,104980,104293,90296,74360,73773,76732,84360,80334,69062,53941,39125,27148,17520,11739,7277,4745,2924,2669,26.0
est72014,"July 1, 2014",nhisp,Not Hispanic,0400000US13,13,Georgia,9158572,553592,598098,619834,622647,659748,618029,603053,581294,639713,638964,667977,611760,523553,440916,308593,206011,136617,128173,37.6
est72014,"July 1, 2014",totpop,Total,0400000US13,13,Georgia,10083850,658572,702391,710130,697007,733521,694761,687413,661628,708775,692905,707102,638908,541073,452655,315870,210756,139541,130842,36.2
est72015,"July 1, 2015",hisp,Hispanic,0400000US13,13,Georgia,949409,104135,106513,94085,78289,74711,75222,83028,82192,71341,57054,42017,29431,19326,12863,7897,5185,3173,2947,26.1
est72015,"July 1, 2015",nhisp,Not Hispanic,0400000US13,13,Georgia,9250124,555333,594914,616732,628754,656353,638223,604941,591018,624018,640466,668155,623583,536478,462116,322265,213983,140727,132065,37.7
est72015,"July 1, 2015",totpop,Total,0400000US13,13,Georgia,10199533,659468,701427,710817,707043,731064,713445,687969,673210,695359,697520,710172,653014,555804,474979,330162,219168,143900,135012,36.3
est72016,"July 1, 2016",hisp,Hispanic,0400000US13,13,Georgia,977288,103141,108466,98525,82664,76410,75488,81838,83442,73779,60455,44945,31839,21189,13967,8769,5609,3424,3338,26.3
est72016,"July 1, 2016",nhisp,Not Hispanic,0400000US13,13,Georgia,9336332,557128,590272,616672,633933,646400,659942,609833,603693,603143,649529,661951,633580,550094,483156,333461,223501,144784,135260,37.9
est72016,"July 1, 2016",totpop,Total,0400000US13,13,Georgia,10313620,660269,698738,715197,716597,722810,735430,691671,687135,676922,709984,706896,665419,571283,497123,342230,229110,148208,138598,36.5
est72017,"July 1, 2017",hisp,Hispanic,0400000US13,13,Georgia,1005959,103020,108271,103062,87291,78363,76784,80487,84085,76620,63640,47965,34433,23405,14954,9907,6117,3754,3801,26.5
est72017,"July 1, 2017",nhisp,Not Hispanic,0400000US13,13,Georgia,9423420,557293,585097,619302,636445,639985,678924,617131,613473,593288,654086,653395,639377,566347,480778,365240,235652,148811,138796,38.0
est72017,"July 1, 2017",totpop,Total,0400000US13,13,Georgia,10429379,660313,693368,722364,723736,718348,755708,697618,697558,669908,717726,701360,673810,589752,495732,375147,241769,152565,142597,36.7
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US15,15,Hawaii,120842,14814,12752,11102,10871,11003,10434,8992,7819,6912,6501,5652,4425,3242,2293,1511,1141,739,639,24.9
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US15,15,Hawaii,1239459,72593,70609,70437,75123,84826,86868,79039,78937,82705,89286,92326,88915,78980,56877,39842,33534,28963,29599,40.1
cen42010,"April 1, 2010 Census",totpop,Total,0400000US15,15,Hawaii,1360301,87407,83361,81539,85994,95829,97302,88031,86756,89617,95787,97978,93340,82222,59170,41353,34675,29702,30238,38.6
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US15,15,Hawaii,120842,14814,12752,11102,10871,11003,10434,8992,7819,6912,6501,5652,4425,3242,2293,1511,1141,739,639,24.9
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US15,15,Hawaii,1239459,72593,70609,70437,75123,84826,86868,79039,78937,82705,89286,92326,88915,78980,56877,39842,33534,28963,29599,40.1
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US15,15,Hawaii,1360301,87407,83361,81539,85994,95829,97302,88031,86756,89617,95787,97978,93340,82222,59170,41353,34675,29702,30238,38.6
est72010,"July 1, 2010",hisp,Hispanic,0400000US15,15,Hawaii,122126,15253,12779,11153,10960,11200,10604,9142,7841,6954,6495,5672,4463,3300,2285,1546,1130,725,624,24.9
est72010,"July 1, 2010",nhisp,Not Hispanic,0400000US15,15,Hawaii,1241691,72513,70465,70352,74827,85526,87191,79526,78471,82693,88837,92179,89039,79745,57675,40218,33355,29037,30042,40.1
est72010,"July 1, 2010",totpop,Total,0400000US15,15,Hawaii,1363817,87766,83244,81505,85787,96726,97795,88668,86312,89647,95332,97851,93502,83045,59960,41764,34485,29762,30666,38.6
est72011,"July 1, 2011",hisp,Hispanic,0400000US15,15,Hawaii,127676,17436,12993,11357,10924,11811,11397,9828,8066,7136,6455,5771,4599,3546,2310,1632,1099,733,583,24.7
est72011,"July 1, 2011",nhisp,Not Hispanic,0400000US15,15,Hawaii,1250647,72565,70772,70270,72388,87267,88178,81895,77005,82605,87109,91228,89780,82772,60760,41814,33201,29163,31875,40.3
est72011,"July 1, 2011",totpop,Total,0400000US15,15,Hawaii,1378323,90001,83765,81627,83312,99078,99575,91723,85071,89741,93564,96999,94379,86318,63070,43446,34300,29896,32458,38.6
est72012,"July 1, 2012",hisp,Hispanic,0400000US15,15,Hawaii,133117,18987,13539,11659,10868,12511,11953,10587,8447,7415,6373,5859,4738,3657,2466,1704,1046,766,542,24.6
est72012,"July 1, 2012",nhisp,Not Hispanic,0400000US15,15,Hawaii,1259655,72078,71636,69937,70361,88029,89151,84441,77120,82444,84774,90302,90179,83459,65691,44057,33100,29164,33732,40.4
est72012,"July 1, 2012",totpop,Total,0400000US15,15,Hawaii,1392772,91065,85175,81596,81229,100540,101104,95028,85567,89859,91147,96161,94917,87116,68157,45761,34146,29930,34274,38.5
est72013,"July 1, 2013",hisp,Hispanic,0400000US15,15,Hawaii,138487,20479,13860,11981,10882,13082,12519,11378,8819,7702,6363,6035,4899,3743,2627,1734,1092,741,551,24.6
est72013,"July 1, 2013",nhisp,Not Hispanic,0400000US15,15,Hawaii,1269551,71430,72238,70107,69164,88714,90304,86913,78064,81566,82753,89277,89974,84439,69836,46826,33617,28874,35455,40.5
est72013,"July 1, 2013",totpop,Total,0400000US15,15,Hawaii,1408038,91909,86098,82088,80046,101796,102823,98291,86883,89268,89116,95312,94873,88182,72463,48560,34709,29615,36006,38.5
est72014,"July 1, 2014",hisp,Hispanic,0400000US15,15,Hawaii,142756,21723,14108,12157,10844,13626,12684,12023,9248,7781,6531,6075,5073,3903,2786,1828,1070,744,552,24.6
est72014,"July 1, 2014",nhisp,Not Hispanic,0400000US15,15,Hawaii,1274954,70728,71777,70002,67873,88397,90858,88216,79419,79969,81393,88151,89697,85197,72888,50485,34462,28465,36977,40.7
est72014,"July 1, 2014",totpop,Total,0400000US15,15,Hawaii,1417710,92451,85885,82159,78717,102023,103542,100239,88667,87750,87924,94226,94770,89100,75674,52313,35532,29209,37529,38.6
est72015,"July 1, 2015",hisp,Hispanic,0400000US15,15,Hawaii,146461,22204,14595,12336,10909,13973,13041,12393,9898,7913,6614,6037,5295,4022,2918,1878,1162,718,555,24.7
est72015,"July 1, 2015",nhisp,Not Hispanic,0400000US15,15,Hawaii,1279859,70444,71464,69865,67339,86467,92006,88918,81455,77728,81079,86294,89266,85663,76034,53716,35600,28148,38373,40.8
est72015,"July 1, 2015",totpop,Total,0400000US15,15,Hawaii,1426320,92648,86059,82201,78248,100440,105047,101311,91353,85641,87693,92331,94561,89685,78952,55594,36762,28866,38928,38.6
est72016,"July 1, 2016",hisp,Hispanic,0400000US15,15,Hawaii,149079,21055,16069,12406,11010,14016,13498,12561,10437,8066,6795,5961,5437,4260,3087,1888,1276,698,559,25.0
est72016,"July 1, 2016",nhisp,Not Hispanic,0400000US15,15,Hawaii,1279604,70466,70509,69194,66680,83442,92904,89048,82972,76138,80667,84451,88147,86188,78525,56384,36939,27826,39124,41.0
est72016,"July 1, 2016",totpop,Total,0400000US15,15,Hawaii,1428683,91521,86578,81600,77690,97458,106402,101609,93409,84204,87462,90412,93584,90448,81612,58272,38215,28524,39683,38.8
est72017,"July 1, 2017",hisp,Hispanic,0400000US15,15,Hawaii,150125,19475,17263,12608,11051,13666,13558,12512,10992,8237,7035,5935,5563,4354,3210,2079,1302,693,592,25.4
est72017,"July 1, 2017",nhisp,Not Hispanic,0400000US15,15,Hawaii,1277413,70634,69529,69390,65980,80331,91920,88570,84494,75679,80062,81985,86856,86299,78740,60907,38832,27456,39749,41.1
est72017,"July 1, 2017",totpop,Total,0400000US15,15,Hawaii,1427538,90109,86792,81998,77031,93997,105478,101082,95486,83916,87097,87920,92419,90653,81950,62986,40134,28149,40341,39.0
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US16,16,Idaho,175901,22905,20706,18854,17528,15414,15102,13541,12225,10281,8760,6749,4895,3367,2206,1447,959,526,436,22.5
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US16,16,Idaho,1391681,98867,100489,98101,97831,92795,91632,88690,84620,84483,94800,98228,92102,79949,61222,44659,33319,25088,24806,36.6
